,pdb,chain,CATH Domain,Class Number,Architecture Number,Topology Number,Superfamily Number,S35 Number,S60 Number,S95 Number,S100 Number,S100 Count Number,Domain Length,Resolution
7184,3s7v,C,3s7vC00,2,60,175,10,3,2,1,1,1,268,2.55
13799,1nw9,B,1nw9B00,3,40,50,1460,13,1,1,1,1,238,2.4
15696,3hfi,A,3hfiA00,3,40,1410,10,13,1,1,1,1,137,2.2
12355,2h00,B,2h00B00,3,40,50,150,76,1,1,1,1,210,2.0
16347,1yal,A,1yalA00,3,90,70,10,3,6,1,1,1,216,1.7
3926,4j8s,A,4j8sA00,1,25,40,840,1,1,1,1,1,180,1.55
14107,4az3,A,4az3A00,3,40,50,1820,185,1,1,1,1,259,2.04
14896,6esm,A,6esmA00,3,40,390,10,6,3,1,1,1,158,1.1
13467,4quk,A,4qukA00,3,40,50,720,583,2,1,1,1,313,1.9
362,2stt,A,2sttA00,1,10,10,10,491,1,1,1,1,96,999.0
9350,3ziz,A,3zizA00,3,20,20,80,31,1,1,1,1,345,1.4
11731,1usm,A,1usmA00,3,30,1360,20,4,1,1,1,1,77,1.2
10714,2kon,A,2konA00,3,30,160,350,1,1,1,1,1,82,999.0
7409,1pwa,A,1pwaA00,2,80,10,50,28,1,1,1,1,123,1.3
15393,1ry6,A,1ry6A00,3,40,850,10,3,1,1,1,1,319,1.6
9355,4pmu,B,4pmuB00,3,20,20,80,32,2,1,1,1,356,2.86
6664,4gb3,2,4gb3200,2,60,120,20,2,6,1,1,1,256,2.74
4983,6a2v,E,6a2vE00,2,30,110,20,4,2,1,1,1,145,2.59
5279,3mxn,B,3mxnB00,2,40,50,140,57,1,1,1,1,131,1.55
3629,4u2x,F,4u2xF00,1,25,10,10,73,1,1,1,1,175,3.15
8434,1c9v,A,1c9vA00,3,10,130,10,7,1,1,1,1,124,1.7
9264,6hto,B,6htoB00,3,20,20,70,172,1,1,1,1,379,1.45
17346,4gkw,A,4gkwA00,6,10,140,2140,1,1,1,1,1,158,3.3
12782,3wp0,A,3wp0A00,3,40,50,300,231,1,1,1,1,181,2.04
7898,1iue,A,1iueA00,3,10,20,30,1,6,1,1,1,98,1.7
16563,3s4o,A,3s4oA00,3,90,190,10,41,2,1,1,1,161,2.3
10648,1x48,A,1x48A00,3,30,160,20,28,2,1,1,1,88,999.0
2302,1hgv,A,1hgvA00,1,20,5,80,1,1,1,1,1,46,2.4
15943,3unf,H,3unfH00,3,60,20,10,4,3,1,1,1,219,2.9
11265,2flh,B,2flhB00,3,30,530,20,3,1,1,1,1,153,1.2
3781,3c5r,A,3c5rA00,1,25,40,20,29,2,1,1,1,125,2.0
9394,3nco,A,3ncoA00,3,20,20,80,63,2,1,1,1,310,1.5
15371,6fu1,A,6fu1A00,3,40,800,20,2,3,1,1,1,395,1.55
4858,2vsv,B,2vsvB00,2,30,42,10,64,1,1,1,1,104,1.82
12874,3cio,A,3cioA00,3,40,50,300,419,1,1,1,1,255,2.5
5588,3msw,A,3mswA00,2,40,128,720,2,1,1,1,1,135,1.9
4227,2m6n,A,2m6nA00,2,20,25,20,4,2,1,1,1,46,999.0
8897,1luc,A,1lucA00,3,20,20,30,3,1,1,1,1,326,1.5
3619,4y5j,A,4y5jA00,1,25,10,10,62,1,1,1,1,227,2.3
11306,2d4r,A,2d4rA00,3,30,530,20,38,1,1,1,1,144,2.4
11906,1qys,A,1qysA00,3,30,1710,10,1,1,1,1,1,91,2.5
4572,2yun,A,2yunA00,2,30,30,40,127,1,1,1,1,79,999.0
4743,1w4s,A,1w4sA00,2,30,30,490,3,1,1,1,1,146,1.55
8491,3iuz,A,3iuzA00,3,10,180,50,2,1,1,1,1,309,1.9
3721,4wnd,A,4wndA00,1,25,40,10,118,1,1,1,1,329,1.5
16135,3r1j,A,3r1jA00,3,60,130,10,5,4,1,1,1,246,2.05
12881,3ug7,C,3ug7C00,3,40,50,300,433,2,1,1,1,301,2.9
980,4ghj,B,4ghjB00,1,10,260,40,14,1,1,1,1,74,1.75
758,1a6s,A,1a6sA00,1,10,150,90,6,1,1,1,1,87,999.0
11352,6blk,C,6blkC00,3,30,565,10,9,1,1,1,1,158,1.55
4856,4q2n,D,4q2nD00,2,30,42,10,60,1,1,1,1,95,2.0
78,2kxe,A,2kxeA00,1,10,8,800,1,1,1,1,1,72,999.0
8933,3vav,H,3vavH00,3,20,20,60,6,1,1,1,1,263,1.8
13371,5xtf,A,5xtfA00,3,40,50,720,318,1,1,1,1,228,2.1
5731,4d70,A,4d70A00,2,40,260,10,8,1,1,1,1,160,1.99
15411,6dft,F,6dftF00,3,40,910,10,2,1,1,1,1,321,3.5
5720,3fn5,B,3fn5B00,2,40,260,10,2,1,1,1,1,163,1.5
4738,5ycq,A,5ycqA00,2,30,30,390,1,1,1,1,1,75,2.5
13100,3fet,A,3fetA00,3,40,50,620,61,1,1,1,1,162,2.05
3456,2rt6,A,2rt6A00,1,20,1270,340,1,1,1,1,1,98,999.0
9702,1v6t,A,1v6tA00,3,20,20,370,5,1,1,1,1,249,1.7
112,2m5w,A,2m5wA00,1,10,10,10,9,2,1,1,1,91,999.0
9459,5ay7,B,5ay7B00,3,20,20,80,161,1,1,1,1,326,2.15
5793,3hz2,A,3hz2A00,2,60,20,10,8,2,1,1,1,84,1.86
3768,1yyh,B,1yyhB00,1,25,40,20,16,1,1,1,1,189,1.9
17070,3zy1,A,3zy1A00,4,10,170,10,1,3,1,1,1,40,2.15
628,1jfi,B,1jfiB00,1,10,20,10,40,1,1,1,1,135,2.62
2760,4kmc,A,4kmcA00,1,20,58,1290,3,1,1,1,1,79,2.15
17281,2jq3,A,2jq3A00,6,10,90,10,1,1,1,1,1,79,999.0
17493,2cly,B,2clyB00,6,10,280,70,1,1,1,1,1,120,2.8
17028,2mf3,A,2mf3A00,4,10,40,60,1,1,1,1,1,47,999.0
6066,2edy,A,2edyA00,2,60,40,10,810,1,1,1,1,103,999.0
11735,1wih,A,1wihA00,3,30,1360,40,12,1,1,1,1,84,999.0
16234,4q3i,A,4q3iA00,3,80,10,10,43,2,1,1,1,219,2.35
17119,1k1f,D,1k1fD00,4,10,280,30,1,1,1,1,1,63,2.2
10335,6qul,U,6qulU00,3,30,70,330,95,1,1,1,1,95,3.0
97,1xmk,A,1xmkA00,1,10,10,10,1,1,1,1,1,79,0.97
15482,1e19,A,1e19A00,3,40,1160,10,7,1,1,1,1,313,1.5
6094,1x5f,A,1x5fA00,2,60,40,10,850,2,1,1,1,120,999.0
16044,2dfj,A,2dfjA00,3,60,21,10,37,1,1,1,1,267,2.72
1441,1jf3,A,1jf3A00,1,10,490,10,8,1,1,1,1,147,1.4
11930,3bpq,D,3bpqD00,3,30,2310,20,8,1,1,1,1,86,2.2
7275,3so2,A,3so2A00,2,70,40,10,3,3,1,1,1,137,1.64
11797,4nt9,A,4nt9A00,3,30,1380,10,4,1,1,1,1,184,1.71
6976,2w1s,A,2w1sA00,2,60,120,260,55,1,1,1,1,138,1.45
15405,6nje,A,6njeA00,3,40,850,10,8,1,1,1,1,297,2.2
3793,3w9f,C,3w9fC00,1,25,40,20,40,2,1,1,1,249,1.9
13077,3h05,B,3h05B00,3,40,50,620,28,1,1,1,1,163,1.65
5825,2edn,A,2ednA00,2,60,40,10,19,3,1,1,1,118,999.0
14752,4x8r,A,4x8rA00,3,40,190,170,2,8,1,1,1,294,1.9
4911,3cb0,D,3cb0D00,2,30,110,10,1,2,1,1,1,161,1.6
11724,4c2m,K,4c2mK00,3,30,1360,10,10,1,1,1,1,101,2.8
483,2kfd,A,2kfdA00,1,10,10,440,5,1,1,1,1,65,999.0
16617,5e0s,B,5e0sB00,3,90,226,10,86,2,1,1,1,201,2.9
8602,3wr2,A,3wr2A00,3,10,450,30,1,2,1,1,1,101,1.75
5470,2fr2,A,2fr2A00,2,40,128,20,21,1,1,1,1,161,1.5
5024,1yph,E,1yphE00,2,40,10,10,53,1,1,1,1,97,1.34
4690,3p8d,A,3p8dA00,2,30,30,140,45,1,1,1,1,53,2.0
14120,4h0c,A,4h0cA00,3,40,50,1820,200,1,1,1,1,205,1.62
11813,3o1f,A,3o1fA00,3,30,1390,10,1,2,1,1,1,80,1.4
10413,4gvb,B,4gvbB00,3,30,70,440,2,1,1,1,1,74,1.8
9090,3na8,B,3na8B00,3,20,20,70,53,1,1,1,1,284,1.85
8261,1wzv,A,1wzvA00,3,10,110,10,11,2,1,1,1,150,2.1
15221,3lez,A,3lezA00,3,40,710,10,1,4,1,1,1,260,1.25
11288,1xfs,A,1xfsA00,3,30,530,20,17,1,1,1,1,149,1.7
10721,2mc5,A,2mc5A00,3,30,160,560,1,1,1,1,1,73,999.0
7947,2lru,A,2lruA00,3,10,20,90,2,2,1,1,1,98,999.0
13884,3r41,A,3r41A00,3,40,50,1820,6,1,1,1,1,302,1.05
3475,2jpn,A,2jpnA00,1,20,1280,210,1,1,1,1,1,79,999.0
4936,3ec6,A,3ec6A00,2,30,110,10,27,1,1,1,1,126,1.6
2146,5ce9,B,5ce9B00,1,10,1280,10,3,2,1,1,1,332,1.8
4179,1j2o,A,1j2oA00,2,10,110,10,27,1,1,1,1,114,999.0
14113,3lp5,A,3lp5A00,3,40,50,1820,192,1,1,1,1,250,2.0
8333,2v1o,B,2v1oB00,3,10,129,10,24,1,1,1,1,148,1.78
3469,2b8i,A,2b8iA00,1,20,1280,100,1,1,1,1,1,77,1.8
5096,2f9h,A,2f9hA00,2,40,33,40,1,1,1,1,1,119,1.57
5820,5h5z,B,5h5zB00,2,60,40,10,10,2,1,1,1,98,1.74
713,1b0x,A,1b0xA00,1,10,150,50,7,1,1,1,1,72,2.0
7212,6c4u,D,6c4uD00,2,60,200,20,24,1,1,1,1,126,2.6
4488,1pwt,A,1pwtA00,2,30,30,40,41,1,1,1,1,61,1.77
7433,2esu,A,2esuA00,2,80,10,50,63,2,1,1,1,173,1.94
11556,1ev0,A,1ev0A00,3,30,1070,10,3,1,1,1,1,58,999.0
6437,3jqo,B,3jqoB00,2,60,40,2500,1,1,1,1,1,127,2.6
308,2a61,B,2a61B00,1,10,10,10,401,1,1,1,1,137,1.8
8076,1yn4,A,1yn4A00,3,10,20,120,9,2,1,1,1,99,1.8
13880,5mxp,A,5mxpA00,3,40,50,1820,5,3,1,1,1,294,1.45
17487,4myz,C,4myzC00,6,10,250,3430,1,1,1,1,1,51,1.5
593,2byk,D,2bykD00,1,10,20,10,6,2,1,1,1,92,2.4
5984,2bp3,A,2bp3A00,2,60,40,10,316,3,1,1,1,93,2.32
10077,1aps,A,1apsA00,3,30,70,100,1,3,1,1,1,98,999.0
2272,3nqw,A,3nqwA00,1,10,3210,10,25,2,1,1,1,178,2.9
6039,1yjd,C,1yjdC00,2,60,40,10,680,1,1,1,1,118,2.7
14797,4p56,A,4p56A00,3,40,190,170,33,1,1,1,1,313,1.9
48,2mh8,A,2mh8A00,1,10,8,40,1,3,1,1,1,56,999.0
4127,1b8k,A,1b8kA00,2,10,90,10,10,2,1,1,1,90,2.15
15966,1ryp,I,1rypI00,3,60,20,10,11,1,1,1,1,222,1.9
2810,5h3g,A,5h3gA00,1,20,80,10,6,1,1,1,1,93,1.6
3136,3dde,B,3ddeB00,1,20,910,10,20,1,1,1,1,224,2.3
649,2lef,A,2lefA00,1,10,30,10,10,1,1,1,1,86,999.0
13102,3do8,A,3do8A00,3,40,50,620,63,1,1,1,1,135,1.6
11024,6gpu,A,6gpuA00,3,30,450,20,4,1,1,1,1,115,1.17
14401,2lpm,A,2lpmA00,3,40,50,2300,397,1,1,1,1,123,999.0
6193,6j5d,A,6j5dA00,2,60,40,350,4,1,1,1,1,94,1.8
6136,3pyc,A,3pycA00,2,60,40,150,21,1,1,1,1,132,1.96
372,1bby,A,1bbyA00,1,10,10,10,504,1,1,1,1,69,999.0
14757,4xeq,A,4xeqA00,3,40,190,170,4,3,1,1,1,295,1.7
11470,1vx2,P,1vx2P00,3,30,860,10,3,1,1,1,1,96,1000.0
14546,3pa8,B,3pa8B00,3,40,50,11050,1,2,1,1,1,242,2.0
3303,1v7m,V,1v7mV00,1,20,1250,10,24,1,1,1,1,145,2.51
8570,1mr1,D,1mr1D00,3,10,390,10,2,2,1,1,1,96,2.85
644,1wxl,A,1wxlA00,1,10,30,10,5,3,1,1,1,73,999.0
10193,2zom,A,2zomA00,3,30,70,120,9,3,1,1,1,107,3.02
1339,2np3,A,2np3A00,1,10,357,10,116,1,1,1,1,137,2.35
15014,2c1c,A,2c1cA00,3,40,630,10,45,1,1,1,1,312,2.3
13551,2ywj,A,2ywjA00,3,40,50,880,14,3,1,1,1,185,1.9
16173,3p91,A,3p91A00,3,70,10,10,11,1,1,1,1,245,2.4
9014,5lky,B,5lkyB00,3,20,20,70,26,2,1,1,1,288,1.7
9772,2b97,A,2b97A00,3,20,120,10,1,1,1,1,1,70,0.75
10177,4ozj,A,4ozjA00,3,30,70,120,1,4,1,1,1,104,1.45
3161,1e6i,A,1e6iA00,1,20,920,10,17,2,1,1,1,111,1.87
3049,4zld,A,4zldA00,1,20,120,1790,1,1,1,1,1,151,1.6
15361,4rhm,A,4rhmA00,3,40,800,10,8,1,1,1,1,308,1.95
12756,1kag,A,1kagA00,3,40,50,300,203,2,1,1,1,158,2.05
11110,5zoh,A,5zohA00,3,30,450,40,3,1,1,1,1,174,1.6
946,1v31,A,1v31A00,1,10,245,10,6,2,1,1,1,93,999.0
12666,5xc5,A,5xc5A00,3,40,50,300,101,1,1,1,1,167,1.4
16749,3pnn,A,3pnnA00,3,90,550,10,21,1,1,1,1,293,1.9
6657,4gb3,3,4gb3300,2,60,120,20,1,7,1,1,1,238,2.74
12892,1odf,A,1odfA00,3,40,50,300,453,1,1,1,1,280,2.25
11452,5abx,A,5abxA00,3,30,760,10,1,3,1,1,1,173,1.66
17376,2aze,B,2azeB00,6,10,250,540,1,1,1,1,1,101,2.55
11625,1nmu,B,1nmuB00,3,30,1330,30,6,2,1,1,1,104,2.31
3942,1ia6,A,1ia6A00,1,50,10,10,5,5,1,1,1,423,1.8
13110,3s3t,A,3s3tA00,3,40,50,620,74,1,1,1,1,144,1.9
12870,1j99,A,1j99A00,3,40,50,300,412,1,1,1,1,284,1.99
15149,1xmt,A,1xmtA00,3,40,630,30,120,1,1,1,1,95,1.15
1140,3b2e,F,3b2eF00,1,10,287,660,6,1,1,1,1,62,3.0
10646,2b7v,A,2b7vA00,3,30,160,20,25,2,1,1,1,71,999.0
14090,3qmv,B,3qmvB00,3,40,50,1820,168,2,1,1,1,251,2.12
2909,1hy5,B,1hy5B00,1,20,120,260,2,1,1,1,1,116,2.25
8804,4hn3,D,4hn3D00,3,10,570,10,1,2,1,1,1,326,2.05
16394,4hxd,B,4hxdB00,3,90,70,80,1,2,1,1,1,157,2.85
11914,3j7a,3,3j7a300,3,30,1740,20,1,2,1,1,1,95,3.2
12463,2vdw,G,2vdwG00,3,40,50,150,280,1,1,1,1,276,2.7
8895,1z69,A,1z69A00,3,20,20,30,1,3,1,1,1,327,2.61
8330,1q6w,G,1q6wG00,3,10,129,10,21,2,1,1,1,147,2.81
13778,3m89,A,3m89A00,3,40,50,1440,11,1,1,1,1,384,2.0
16569,2j16,B,2j16B00,3,90,190,10,51,1,1,1,1,144,2.7
2800,1ybz,A,1ybzA00,1,20,59,10,7,1,1,1,1,76,1.82
576,4x0g,B,4x0gB00,1,10,10,2590,1,2,1,1,1,109,3.21
10798,5nfm,A,5nfmA00,3,30,300,90,1,1,1,1,1,75,0.8
12234,2lrc,A,2lrcA00,3,40,30,10,315,1,1,1,1,108,999.0
12285,3lma,B,3lmaB00,3,40,47,40,1,1,1,1,1,303,1.99
16919,3o58,J,3o58J00,3,90,1170,10,5,1,1,1,1,208,1000.0
6660,4wm8,B,4wm8B00,2,60,120,20,2,2,1,1,1,238,2.0
8095,4llg,M,4llgM00,3,10,20,510,1,1,1,1,1,50,3.79
7072,2iuw,A,2iuwA00,2,60,120,590,2,1,1,1,1,204,1.5
1972,1dw0,A,1dw0A00,1,10,760,10,26,1,1,1,1,112,1.82
4262,2apo,B,2apoB00,2,20,28,40,1,1,1,1,1,52,1.95
14776,4p47,A,4p47A00,3,40,190,170,16,1,1,1,1,320,1.3
16697,1f7l,A,1f7lA00,3,90,470,20,2,1,1,1,1,118,1.5
8317,5egl,A,5eglA00,3,10,129,10,15,2,1,1,1,164,2.1
14930,3s9u,A,3s9uA00,3,40,430,10,6,2,1,1,1,165,1.9
6173,2jlp,B,2jlpB00,2,60,40,200,6,1,1,1,1,166,1.7
3014,2j9w,B,2j9wB00,1,20,120,1130,1,1,1,1,1,99,1.3
15119,4ua3,A,4ua3A00,3,40,630,30,79,1,1,1,1,182,1.85
12380,3sm3,A,3sm3A00,3,40,50,150,118,1,1,1,1,212,2.2
2422,3cx5,H,3cx5H00,1,20,5,210,2,1,1,1,1,93,1.9
16611,5ve2,I,5ve2I00,3,90,226,10,77,1,1,1,1,244,2.3
16529,4ge6,A,4ge6A00,3,90,190,10,13,2,1,1,1,303,1.4
8604,1i0v,A,1i0vA00,3,10,450,30,2,1,1,1,1,104,1.23
8553,3pvh,A,3pvhA00,3,10,310,50,3,1,1,1,1,153,1.6
4393,2mfq,A,2mfqA00,2,30,29,30,129,1,1,1,1,115,999.0
9375,5xgz,A,5xgzA00,3,20,20,80,48,7,1,1,1,445,1.75
8158,2zib,A,2zibA00,3,10,100,10,2,1,1,1,1,130,1.34
7340,3dcd,A,3dcdA00,2,70,98,10,13,1,1,1,1,292,1.9
14672,1vfr,A,1vfrA00,3,40,109,10,19,1,1,1,1,217,1.8
11298,3q63,F,3q63F00,3,30,530,20,31,1,1,1,1,136,2.0
4806,4h11,A,4h11A00,2,30,42,10,10,3,1,1,1,102,1.67
14988,3ndh,A,3ndhA00,3,40,600,30,1,1,1,1,1,214,1.3
16144,5cg8,A,5cg8A00,3,60,130,30,1,1,1,1,1,266,2.7
5764,1yel,A,1yelA00,2,40,330,10,7,1,1,1,1,102,999.0
14032,1azw,A,1azwA00,3,40,50,1820,105,3,1,1,1,313,2.7
10101,3bn7,A,3bn7A00,3,30,70,100,20,1,1,1,1,99,1.64
8822,3fv6,A,3fv6A00,3,10,580,10,19,1,1,1,1,145,1.95
3399,3uno,E,3unoE00,1,20,1260,10,45,1,1,1,1,167,2.5
4486,1gcq,C,1gcqC00,2,30,30,40,37,1,1,1,1,69,1.68
16381,1mhw,A,1mhwA00,3,90,70,10,24,1,1,1,1,173,1.9
9311,5y6t,A,5y6tA00,3,20,20,80,2,3,1,1,1,361,1.7
17336,4okv,E,4okvE00,6,10,140,1890,1,1,1,1,1,65,1.8
7804,4o1s,A,4o1sA00,2,170,16,10,12,1,1,1,1,170,2.7
13596,3d54,D,3d54D00,3,40,50,880,60,1,1,1,1,211,3.5
6486,4ief,A,4iefA00,2,60,40,3800,1,1,1,1,1,192,2.3
2406,1fav,A,1favA00,1,20,5,170,80,1,1,1,1,78,3.0
12744,2zpt,X,2zptX00,3,40,50,300,192,1,1,1,1,288,1.15
16625,3ju1,B,3ju1B00,3,90,226,10,103,1,1,1,1,345,2.3
13838,5f7j,F,5f7jF00,3,40,50,1580,7,3,1,1,1,273,1.66
8083,5ip4,E,5ip4E00,3,10,20,230,3,1,1,1,1,84,1.81
8904,1nqk,A,1nqkA00,3,20,20,30,9,1,1,1,1,345,2.2
13433,5l9a,B,5l9aB00,3,40,50,720,490,2,1,1,1,320,1.45
12337,1xdz,A,1xdzA00,3,40,50,150,51,2,1,1,1,238,1.6
7763,4yz0,A,4yz0A00,2,160,20,10,35,1,1,1,1,198,1.15
16339,8pch,A,8pchA00,3,90,70,10,1,7,1,1,1,220,2.1
10759,3hkm,B,3hkmB00,3,30,230,70,6,1,1,1,1,213,1.98
13472,2q1w,C,2q1wC00,3,40,50,720,608,1,1,1,1,296,2.19
3425,2qff,A,2qffA00,1,20,1270,10,5,1,1,1,1,72,1.8
8780,4r80,A,4r80A00,3,10,450,630,1,1,1,1,1,76,2.44
14200,4m0k,C,4m0kC00,3,40,50,2020,1,3,1,1,1,174,1.4
11833,3u5e,J,3u5eJ00,3,30,1440,10,8,1,1,1,1,169,1000.0
7026,4ca9,A,4ca9A00,2,60,120,340,4,1,1,1,1,98,999.0
17090,5ukl,G,5uklG00,4,10,260,10,4,1,1,1,1,62,2.15
7968,3qx1,A,3qx1A00,3,10,20,90,28,1,1,1,1,81,1.6
4841,3soe,A,3soeA00,2,30,42,10,43,1,1,1,1,101,1.6
7852,3qir,D,3qirD00,2,170,260,10,3,2,1,1,1,115,2.45
10579,4n8n,C,4n8nC00,3,30,70,3040,1,1,1,1,1,99,1.87
9638,3cqj,A,3cqjA00,3,20,20,150,31,1,1,1,1,276,2.04
11676,1iv3,A,1iv3A00,3,30,1330,50,2,1,1,1,1,150,1.52
9245,3ru6,B,3ru6B00,3,20,20,70,157,1,1,1,1,222,1.8
7151,2vov,A,2vovA00,2,60,120,1220,2,1,1,1,1,289,1.35
4137,2x1w,D,2x1wD00,2,10,90,10,17,1,1,1,1,99,2.7
10092,3bm7,A,3bm7A00,3,30,70,100,13,1,1,1,1,102,1.35
10236,3ofg,B,3ofgB00,3,30,70,260,1,1,1,1,1,85,1.37
15043,4mbu,A,4mbuA00,3,40,630,30,10,4,1,1,1,165,2.15
12650,1z06,A,1z06A00,3,40,50,300,83,7,1,1,1,165,1.81
15869,4cml,A,4cmlA00,3,60,10,10,18,2,1,1,1,310,2.3
8064,1wf9,A,1wf9A00,3,10,20,90,154,1,1,1,1,107,999.0
3718,4eqf,A,4eqfA00,1,25,40,10,112,2,1,1,1,281,3.0
12443,4xcx,A,4xcxA00,3,40,50,150,228,1,1,1,1,216,2.84
5811,4unu,A,4unuA00,2,60,40,10,1,1,1,1,1,109,0.95
12612,2ff7,A,2ff7A00,3,40,50,300,55,3,1,1,1,243,1.6
11345,2gqp,A,2gqpA00,3,30,565,10,2,2,1,1,1,209,1.5
13120,2goy,A,2goyA00,3,40,50,620,94,1,1,1,1,222,2.7
15887,5wcm,A,5wcmA00,3,60,15,10,11,1,1,1,1,263,1.2
11873,1xte,A,1xteA00,3,30,1520,10,6,1,1,1,1,116,1.6
14197,2jzc,A,2jzcA00,3,40,50,2000,103,1,1,1,1,201,999.0
15913,5evk,A,5evkA00,3,60,15,10,31,1,1,1,1,266,1.63
1703,3pde,D,3pdeD00,1,10,600,10,3,4,1,1,1,291,1.75
9323,4pmd,A,4pmdA00,3,20,20,80,13,7,1,1,1,329,1.7
4711,1igq,B,1igqB00,2,30,30,150,1,1,1,1,1,57,1.7
10576,3wbz,B,3wbzB00,3,30,70,3000,2,2,1,1,1,243,2.39
10558,4f3m,A,4f3mA00,3,30,70,2660,1,1,1,1,1,213,1.71
15561,3mbh,A,3mbhA00,3,40,1190,20,39,1,1,1,1,279,2.0
4238,2xzm,6,2xzm600,2,20,25,100,1,4,1,1,1,80,1000.0
5768,3fzx,A,3fzxA00,2,40,360,20,1,1,1,1,1,201,2.22
5703,4qol,A,4qolA00,2,40,180,10,5,2,1,1,1,480,1.65
7223,6myd,A,6mydA00,2,60,210,10,2,1,1,1,1,155,1.4
3700,1na3,A,1na3A00,1,25,40,10,72,1,1,1,1,86,1.55
15937,1yar,A,1yarA00,3,60,20,10,3,2,1,1,1,221,1.9
101,3wtt,H,3wttH00,1,10,10,10,2,4,1,1,1,93,2.35
16112,3wuy,A,3wuyA00,3,60,110,10,16,1,1,1,1,287,3.1
6334,1i82,A,1i82A00,2,60,40,1190,2,1,1,1,1,189,1.9
906,1pul,A,1pulA00,1,10,238,10,146,1,1,1,1,103,999.0
14435,3ub2,A,3ub2A00,3,40,50,10140,10,1,1,1,1,125,2.4
7397,3vwc,A,3vwcA00,2,80,10,50,10,1,1,1,1,146,1.5
8348,3e1e,C,3e1eC00,3,10,129,10,42,1,1,1,1,141,2.0
8260,4q5e,C,4q5eC00,3,10,110,10,11,1,1,1,1,155,1.87
2460,3vp9,B,3vp9B00,1,20,5,340,5,1,1,1,1,77,1.8
4387,2rov,A,2rovA00,2,30,29,30,121,1,1,1,1,117,999.0
6701,5c8c,A,5c8cA00,2,60,120,20,23,2,1,1,1,259,2.5
8539,3jv1,A,3jv1A00,3,10,280,10,1,1,1,1,1,182,2.0
11623,3on1,A,3on1A00,3,30,1330,30,5,2,1,1,1,98,1.65
10032,1ce3,A,1ce3A00,3,30,60,30,11,2,1,1,1,54,999.0
1462,1x9f,D,1x9fD00,1,10,490,10,20,5,1,1,1,140,2.6
10407,1vjq,A,1vjqA00,3,30,70,340,6,1,1,1,1,71,2.1
3219,5azd,B,5azdB00,1,20,1070,10,6,2,1,1,1,249,2.8
12040,5ima,A,5imaA00,3,40,30,10,50,1,1,1,1,156,1.04
9862,2puy,B,2puyB00,3,30,40,10,18,1,1,1,1,60,1.43
16187,1jdw,A,1jdwA00,3,75,10,10,8,1,1,1,1,360,1.9
1899,3n9y,B,3n9yB00,1,10,630,10,53,2,1,1,1,470,2.1
252,2b0l,C,2b0lC00,1,10,10,10,303,1,1,1,1,94,2.9
5020,5xrw,C,5xrwC00,2,30,330,10,2,2,1,1,1,78,2.5
12932,5mp4,A,5mp4A00,3,40,50,360,2,4,1,1,1,197,2.79
762,3lys,D,3lysD00,1,10,150,130,5,1,1,1,1,104,2.8
5857,4b41,A,4b41A00,2,60,40,10,69,1,1,1,1,117,1.19
14029,4psc,A,4pscA00,3,40,50,1820,104,1,1,1,1,220,1.15
2586,2x7a,A,2x7aA00,1,20,5,1700,3,1,1,1,1,57,2.77
11294,2il5,A,2il5A00,3,30,530,20,26,1,1,1,1,154,2.3
1451,1it2,A,1it2A00,1,10,490,10,16,1,1,1,1,146,1.6
11589,2iec,D,2iecD00,3,30,1300,20,1,2,1,1,1,117,2.33
10181,1vfj,B,1vfjB00,3,30,70,120,1,8,1,1,1,93,1.7
9296,2h6r,B,2h6rB00,3,20,20,70,209,2,1,1,1,209,2.3
16646,3fz0,D,3fz0D00,3,90,245,10,9,1,1,1,1,326,2.5
821,5zh6,B,5zh6B00,1,10,238,10,2,5,1,1,1,106,1.54
7082,3pl0,B,3pl0B00,2,60,120,620,7,1,1,1,1,245,1.91
1021,2mqk,A,2mqkA00,1,10,260,40,73,1,1,1,1,65,999.0
13944,3fcx,B,3fcxB00,3,40,50,1820,43,2,1,1,1,275,1.5
2488,3fxd,C,3fxdC00,1,20,5,420,12,1,1,1,1,50,2.1
724,2ke7,A,2ke7A00,1,10,150,50,15,2,1,1,1,63,999.0
7565,2qe8,A,2qe8A00,2,120,10,30,3,1,1,1,1,333,1.35
15068,3bln,A,3blnA00,3,40,630,30,29,1,1,1,1,139,1.31
13601,3nq4,1,3nq4100,3,40,50,960,1,4,1,1,1,154,3.5
159,4ggg,A,4gggA00,1,10,10,10,81,1,1,1,1,92,2.0
4431,2e70,A,2e70A00,2,30,30,30,28,1,1,1,1,71,999.0
12641,5xkt,A,5xktA00,3,40,50,300,74,1,1,1,1,199,1.8
14261,4etm,B,4etmB00,3,40,50,2300,8,2,1,1,1,159,1.6
6351,2llg,A,2llgA00,2,60,40,1240,5,1,1,1,1,143,999.0
667,2kqp,A,2kqpA00,1,10,100,10,5,1,1,1,1,86,999.0
17004,4hfl,A,4hflA00,3,90,1720,70,1,2,1,1,1,159,2.0
13925,4e15,B,4e15B00,3,40,50,1820,31,1,1,1,1,302,1.5
15318,4y1p,B,4y1pB00,3,40,718,10,3,4,1,1,1,336,2.2
12457,3i9f,B,3i9fB00,3,40,50,150,260,1,1,1,1,169,2.5
16017,5inb,A,5inbA00,3,60,21,10,3,1,1,1,1,293,1.3
8444,3bqx,A,3bqxA00,3,10,180,10,9,1,1,1,1,136,1.4
3905,2v0p,B,2v0pB00,1,25,40,540,1,1,1,1,1,211,1.8
